dataset,ego_id,num_nodes,num_edges,num_features,sensitive_attribute,avg_degree,max_degree,density,high_risk_percentage,avg_risk_score
twitter,103991905,84,615,389,@simonpegg,15.185185185185185,63,0.1764199655765921,94.04761904761905,0.9296890796351635
twitter,104324908,13,77,15,@ikaroskun:,11.846153846153847,17,0.9871794871794872,69.23076923076923,0.6872798769857593
twitter,104615636,60,506,248,@BBCr4today:,21.083333333333332,60,0.2858757062146893,63.33333333333333,0.6290394490105887
twitter,1046661,144,1642,214,@Science:,25.65625,131,0.15947940947940947,87.5,0.8630356006429235
twitter,104991493,186,2419,926,@AdamHayNicholls:,26.877777777777776,98,0.14059866317930833,95.6989247311828,0.9424923873960197
twitter,105150583,215,4795,1474,#winning,45.666666666666664,138,0.20843294935883502,96.74418604651163,0.9587619724443341
twitter,105398724,22,166,65,@drmrsthmonarch,15.80952380952381,29,0.7186147186147186,72.72727272727273,0.7187852247021524
twitter,105918870,171,2849,1050,#OWS,33.51764705882353,171,0.19600963192294463,92.39766081871345,0.9212335873281858
twitter,107172099,23,285,168,#Enterprise!,24.782608695652176,42,1.1264822134387351,91.30434782608695,0.7878679829070352
twitter,107418464,187,1739,846,@lenadunham,19.874285714285715,91,0.09999424989937324,91.97860962566845,0.8957167934221281
twitter,107511013,26,294,161,@ParamoreFB:,24.5,37,0.9046153846153846,50.0,0.5558546310555834
twitter,107512718,146,2322,386,#PARTIU,33.65217391304348,153,0.21936702881435993,93.15068493150685,0.925081821959827
twitter,107516840,225,7160,1976,@SamSifton:,64.79638009049773,217,0.2841269841269841,95.11111111111111,0.9409368127469722
twitter,10798802,173,1888,769,@StageSourceBos:,22.211764705882352,152,0.1268987767173007,97.10982658959537,0.9632005817588789
twitter,108159877,223,2134,591,#golf,20.92156862745098,78,0.08621177231042702,90.5829596412556,0.8974360247043892
twitter,108205076,217,4339,1753,@DaFaCex,40.74178403755869,150,0.18514251578767707,96.31336405529954,0.9464847217249668
twitter,10985532,181,920,576,@matthewbaldwin:,11.151515151515152,49,0.056476365868631064,88.95027624309392,0.8826062562580897
twitter,11027262,196,3499,591,@Sleepyjean83,38.240437158469945,157,0.18309785452642596,90.3061224489796,0.8981524372326902
twitter,110536616,46,429,161,@Battlefield,22.57894736842105,46,0.4144927536231884,78.26086956521739,0.735063718761279
twitter,110755733,119,712,365,@NutsoPPM,13.561904761904762,69,0.10141005554764279,84.03361344537815,0.8555905746217165
twitter,111045742,153,3380,1092,@Paula_Deen,45.369127516778526,131,0.2906776745786034,96.07843137254902,0.9521764564355739
twitter,11136132,123,1364,464,@xek,23.11864406779661,105,0.18179394908703186,91.05691056910568,0.8754943355545373
twitter,111374622,202,3632,1076,@XOcookiesXO:,38.638297872340424,213,0.1789074429831043,90.5940594059406,0.8697690058055562
twitter,112628165,189,3106,1053,#TheDarkKnightRises,33.39784946236559,157,0.17482832376449398,97.35449735449735,0.9624875502071336
twitter,113196940,132,1013,530,@OfficialJLD,16.208,59,0.11716400647698358,93.18181818181817,0.9177112157533752
twitter,11348282,172,5001,1155,@ESAHerschel's,58.49122807017544,180,0.34006527947776416,98.25581395348837,0.9745546437682062
twitter,11348722,128,3823,1037,#nasatweetup,59.734375,141,0.4703494094488189,96.09375,0.934295936945083
twitter,113509970,208,1193,517,@kschmidt2:,13.182320441988951,63,0.05541620215533259,86.0576923076923,0.8536919345535925
twitter,114115460,99,1567,583,@ForrestTheWoods,32.645833333333336,108,0.32302618016903734,94.94949494949495,0.933969667363749
twitter,114885421,145,3731,705,@2AM,51.46206896551724,147,0.35737547892720306,97.93103448275862,0.9625424281923964
twitter,115221382,211,2668,757,@ALEXFULLband,25.5311004784689,102,0.12042428345745881,97.1563981042654,0.9642742864268654
twitter,115911638,120,4067,1008,@USDOL's,67.78333333333333,159,0.5696078431372549,96.66666666666667,0.9510657057614947
twitter,116388817,79,209,174,@mashable,6.430769230769231,25,0.06783511846802986,77.21518987341773,0.7697224926971763
twitter,116798290,231,4069,1355,#Tunis,38.386792452830186,160,0.15317146621494448,90.9090909090909,0.900083580290445
twitter,116808228,46,56,49,#FF,4.3076923076923075,12,0.05410628019323672,43.47826086956522,0.44565217391304346
twitter,11681802,134,971,596,#cloud,15.788617886178862,62,0.10896644596566042,88.05970149253731,0.8819797118304581
twitter,117029850,78,557,187,#Singapore,15.26027397260274,72,0.18548118548118547,91.02564102564102,0.9027250043238416
twitter,117671022,151,3384,635,@mansermatt,46.04081632653061,130,0.29880794701986757,95.36423841059603,0.9392841788477001
twitter,117800618,129,1323,649,@prooks15,22.05,77,0.16024709302325582,79.84496124031007,0.8212140809412436
twitter,117809922,100,1227,599,#YurisNight,25.298969072164947,117,0.24787878787878787,95.0,0.9420189667099996
twitter,11784842,96,656,274,@schmoyoho,15.619047619047619,58,0.14385964912280702,86.45833333333334,0.8694852941176471
twitter,11828432,76,2203,406,@pamelaiwilson:,58.74666666666667,123,0.7729824561403509,96.05263157894737,0.9433545554016489
twitter,11928542,37,326,127,@ebertchicago,20.375,43,0.4894894894894895,81.08108108108108,0.7497246056196598
twitter,119897041,38,569,329,@NASA_Astronauts:,29.94736842105263,62,0.8093883357041252,94.73684210526315,0.8516397257056528
twitter,120157205,33,358,232,#PresChallenge,21.696969696969695,49,0.678030303030303,84.84848484848484,0.7894214860899731
twitter,120459837,195,6195,996,@JKeverne:,64.86910994764398,252,0.3275178429817605,96.92307692307692,0.9615785720408473
twitter,120679977,124,622,372,#FelicidadesLeValesVerga,10.453781512605042,64,0.08156307369525308,94.35483870967742,0.9370482508083315
twitter,12069912,221,4463,1383,@craigmod,41.51627906976744,167,0.18358700123406005,95.47511312217195,0.9365136912209112
twitter,120971873,199,2669,1145,@PwamCider,28.854054054054053,138,0.13547535658088422,88.44221105527639,0.8619983837951934
twitter,121202578,249,4026,1232,#Packers,33.27272727272727,155,0.13039253789350952,92.7710843373494,0.9197875283958368
twitter,121258930,25,245,214,@Carriw:,19.6,37,0.8166666666666667,88.0,0.8118728329014651
twitter,12152402,146,1353,551,#TheVoiceUK,19.467625899280577,100,0.12782239017477562,88.35616438356165,0.8533789936187087
twitter,121569946,147,1465,700,@NasaFromNYC:,20.34722222222222,70,0.13652036156928524,93.19727891156462,0.9042405646994003
twitter,121685268,103,1982,528,@Victoria_Moran,40.44897959183673,130,0.3773082048353322,93.20388349514563,0.9039272417355091
twitter,122216533,70,335,217,@3Dsayswhat,9.852941176470589,40,0.13871635610766045,94.28571428571428,0.938962982240293
twitter,123287376,166,4973,413,@MrFornicator,60.27878787878788,199,0.36312522818546916,96.98795180722891,0.9518015718564675
twitter,123684709,233,3790,1132,@ifuckedyamoms:,33.839285714285715,121,0.14022495190173154,94.84978540772532,0.9446476415670119
twitter,1239671,55,934,205,@CrumpleyB,33.96363636363636,85,0.6289562289562289,94.54545454545455,0.8720270448093863
twitter,12415722,112,2114,559,#NYC,37.75,93,0.3400900900900901,93.75,0.8721210110198813
twitter,124296976,141,1849,778,@FourCourtJester:,28.229007633587788,109,0.1873353596757852,90.78014184397163,0.891809064573574
twitter,124474025,229,5191,1080,@louisck,46.14222222222222,165,0.19884317781352945,97.37991266375546,0.9663797868857801
twitter,125098615,120,811,289,@youtube,14.745454545454546,80,0.11358543417366947,89.16666666666667,0.8699646302178388
twitter,12570812,137,1560,625,@BigFatGamer,23.11111111111111,70,0.167453842851009,97.08029197080292,0.9491405538066039
twitter,126067398,14,51,83,"@PDelahanty,",7.285714285714286,18,0.5604395604395604,78.57142857142857,0.7710750967053487
twitter,1271901,238,4416,1521,@Brilliantcrank,37.42372881355932,163,0.156579087331135,95.37815126050421,0.9285910590461659
twitter,12771872,131,1676,517,@RussFrushtick:,25.784615384615385,82,0.1968291250733999,97.70992366412213,0.9568461677509841
twitter,127912925,65,836,445,@interior!,25.723076923076924,74,0.40192307692307694,93.84615384615384,0.8960435614610662
twitter,128135741,101,450,298,@BrittneyPalmer,9.090909090909092,38,0.0891089108910891,92.07920792079209,0.9231501133548107
twitter,12831,244,2478,1364,#500px,21.0,80,0.08358631855899615,95.90163934426229,0.9509896445336318
twitter,129093262,191,4207,1172,@WhiteKid4Sale,44.99465240641711,143,0.2318545053733811,96.8586387434555,0.9600631170994991
twitter,129984134,216,6023,1153,#mlgcolumbus,56.28971962616822,194,0.25938845822566753,97.68518518518519,0.9697863108890152
twitter,130734452,99,91,85,@XSTROLOGY,2.757575757575758,13,0.01875901875901876,50.505050505050505,0.5481573981573982
twitter,13179562,222,3507,488,@amazon,32.47222222222222,197,0.14296196649137827,96.3963963963964,0.9615384022769373
twitter,13212502,175,2262,776,@kevin,26.611764705882354,113,0.14857142857142858,94.85714285714286,0.9356524301328516
twitter,132519763,165,1646,1116,#tip,20.320987654320987,70,0.12165558019216556,96.36363636363636,0.9565026892299621
twitter,13274152,240,1189,465,@adamconnor:,11.323809523809524,56,0.041457461645746166,86.66666666666667,0.8612316301410771
twitter,13275962,150,4106,866,@KontrolFreek,57.42657342657343,149,0.367427293064877,94.0,0.9266463350863728
twitter,13317162,174,2184,962,#COD,26.15568862275449,114,0.14510663743272872,94.82758620689656,0.9380571035545796
twitter,133663120,218,3741,1114,@Jessica_Chobot.,34.638888888888886,143,0.15816175537986724,98.1651376146789,0.9713377315524513
twitter,134208594,101,2639,783,@GoSuDoa,52.78,125,0.5225742574257426,82.17821782178217,0.7703928284880328
twitter,13460312,59,561,387,#FOWD,19.68421052631579,56,0.3278784336645237,93.22033898305084,0.906284530605908
twitter,134943586,248,8041,1194,@joerogan,65.10931174089069,227,0.26253754734230117,98.38709677419355,0.978975298908168
twitter,135397331,197,3101,1275,#nomnom,32.98936170212766,137,0.16062364031907178,94.41624365482234,0.9321604242669831
twitter,135605269,183,1582,762,@JacquelineKent,19.06024096385542,93,0.0949978982765868,89.61748633879782,0.8966930431403363
twitter,135704499,87,513,351,#phanaticbday,13.864864864864865,42,0.13712910986367283,74.71264367816092,0.7908662219007047
twitter,135895585,80,716,510,#OV101,18.5974025974026,48,0.22658227848101264,92.5,0.8688992527213962
twitter,136341512,32,348,174,@JJ_Rage,24.857142857142858,44,0.7016129032258065,81.25,0.738127784898099
twitter,13649212,184,2232,685,@dhewlett:,25.803468208092486,141,0.13257305773342837,93.47826086956522,0.9305643705195077
twitter,1367531,239,8120,1541,@SYLVIAinOH,67.94979079497908,295,0.28550332266797934,99.16317991631799,0.9817236301723056
twitter,137046366,134,2989,605,@Arghdeblah,45.63358778625954,122,0.3354281225451689,90.29850746268657,0.8592727434159212
twitter,13747362,72,672,488,@chuckr,18.666666666666668,53,0.26291079812206575,93.05555555555556,0.9494252449555604
twitter,137527381,34,455,84,@kitchenettekat,26.764705882352942,43,0.8110516934046346,73.52941176470588,0.7828990939742468
twitter,13809612,217,3324,825,@globalmoxie:,31.358490566037737,119,0.14183307731694828,96.7741935483871,0.9482632001753643
twitter,13811562,214,7728,1595,@nathan_ford,73.25118483412322,219,0.3390812162695801,97.19626168224299,0.948851893780308
twitter,13837812,171,5132,900,@Cailais,62.58536585365854,232,0.35307877536979704,94.73684210526315,0.9380542302588167
twitter,13872872,151,3529,676,@jessfink,47.053333333333335,160,0.31161147902869757,98.01324503311258,0.9556661727417579
twitter,14045302,151,1973,520,#3,27.788732394366196,102,0.17421633554083885,89.40397350993378,0.8642619021802269
twitter,14058831,211,2456,792,#OO,24.07843137254902,127,0.11085533739562176,94.3127962085308,0.9273966099408466
twitter,14060856,191,2642,789,#BMG,28.408602150537636,146,0.14560484982088728,94.24083769633508,0.9362433275319967
twitter,14077024,246,4227,1281,#LPSC2012,37.57333333333333,165,0.14026879044300647,90.65040650406505,0.8904560192655147
twitter,14120151,112,4158,872,@Hotel,74.25,196,0.668918918918919,95.53571428571429,0.8942698758177426
twitter,14120253,160,1038,333,@neiltyson,14.72340425531915,51,0.08160377358490566,86.25,0.8584121811603429
twitter,14129601,211,1149,1045,@cheeseplus:,12.766666666666667,64,0.05186188219363575,83.88625592417061,0.8324475135831882
twitter,141341662,235,1052,785,@aprilbloomfield,11.56043956043956,92,0.038261502091289326,75.74468085106383,0.7417409040379174
twitter,14134942,243,4767,1072,@Kevin_Church,39.725,143,0.16212631364146515,97.53086419753086,0.9608782448556403
twitter,14147754,71,909,255,@AndrewZarian,26.347826086956523,83,0.36579476861167004,94.36619718309859,0.9235066502181719
twitter,141488457,220,2498,1335,@alfiekohn:,24.370731707317074,149,0.10369447903694479,91.81818181818183,0.9056194972380455
twitter,14150874,59,224,148,@TransLawCenter:,9.53191489361702,29,0.1309175920514319,74.57627118644068,0.705160707017365
twitter,14191254,140,1433,998,#missile,21.388059701492537,76,0.1472764645426516,93.57142857142857,0.9134140629848121
twitter,14199378,133,4577,847,@theIOM,68.82706766917293,197,0.5214171793119161,98.49624060150376,0.9799913039107322
twitter,14203895,225,3640,1108,#NewFront,33.86046511627907,170,0.14444444444444443,94.22222222222221,0.9219244881027172
twitter,1422311,234,4481,1422,@the,40.18834080717489,197,0.16437401415942188,92.3076923076923,0.9190096106944493
twitter,14256927,233,1831,656,@comcast,16.20353982300885,63,0.06774456119579696,95.70815450643777,0.9576270461481197
twitter,14313005,137,2704,694,@GoldenboyFTW,39.76470588235294,137,0.29025332760841566,97.8102189781022,0.965378239231133
twitter,143172151,153,1186,492,#TEAMNOVO,16.704225352112676,76,0.1019951840385277,91.50326797385621,0.9109649483500035
twitter,14327149,46,111,94,@wayslower:,5.285714285714286,14,0.1072463768115942,89.13043478260869,0.9003623188405797
twitter,14332288,145,1642,387,@edgarwright:,24.507462686567163,101,0.15727969348659004,91.0344827586207,0.8986820994823426
twitter,143344048,69,444,360,@HutchGames:,14.32258064516129,74,0.18925831202046037,79.71014492753623,0.7766017210083355
twitter,14338082,221,3237,1979,@jerseyt,30.111627906976743,271,0.13315508021390374,96.38009049773756,0.9571325792247392
twitter,14353392,236,4750,1399,#la,40.772532188841204,162,0.1712946267580238,97.88135593220339,0.9732363301033868
twitter,1435461,129,8037,345,#RISC,124.6046511627907,205,0.9734738372093024,98.44961240310077,0.9716079766702439
twitter,14365883,174,1378,770,@asdfghjkltom,16.804878048780488,76,0.09155537838017408,92.52873563218391,0.9279359072051421
twitter,143661263,153,3045,836,@JustSquid,39.80392156862745,143,0.26186790505675955,98.69281045751634,0.9774833664515152
twitter,14371740,197,2827,868,@KatieLinendoll,30.72826086956522,127,0.14643116129700612,92.38578680203045,0.9125205876273529
twitter,14372486,62,1467,248,@jwherrman,47.32258064516129,92,0.7757800105764145,96.7741935483871,0.9307417293048279
twitter,14372763,171,1209,315,@shmdy,15.5,89,0.08317853457172343,81.28654970760235,0.7984634971244532
twitter,14404235,91,557,345,@BigRichie2004,14.467532467532468,46,0.136019536019536,81.31868131868131,0.7915623480696274
twitter,144211337,106,2515,547,@brendasayys,47.904761904761905,130,0.4519317160826595,95.28301886792453,0.9145988400106371
twitter,14422788,229,2224,1086,@RICH_KING_RETRO,20.497695852534562,94,0.08519114379836053,93.01310043668121,0.9214791442556385
twitter,14426892,227,3641,1424,@obrothermusic:,32.364444444444445,210,0.14194378386807532,97.79735682819384,0.9676810346082639
twitter,144723379,217,2547,872,#senryu,24.373205741626794,167,0.108678955453149,93.54838709677419,0.9390448680661195
twitter,14505838,26,280,176,#maps,21.53846153846154,38,0.8615384615384616,38.46153846153847,0.625383652618848
twitter,14521330,76,476,257,@GHR_Maverick,14.875,45,0.16701754385964912,80.26315789473685,0.7983519096320687
twitter,14528221,116,1606,597,@biz,28.17543859649123,76,0.24077961019490254,96.55172413793103,0.9538188961218006
twitter,14550962,141,1505,617,@pfinette,22.63157894736842,105,0.1524822695035461,92.19858156028369,0.9260578483594807
twitter,14555534,159,698,510,@amberreyn:,9.496598639455783,39,0.055568824138205554,91.19496855345912,0.9058869076081919
twitter,145573135,72,1585,447,#LANoire,44.02777777777778,100,0.6201095461658842,97.22222222222221,0.9551313572207449
twitter,14618160,79,583,383,"@BarackObama,",15.546666666666667,53,0.18922427783187276,91.13924050632912,0.8977802107000056
twitter,14630490,211,1538,605,#fuckyeah,15.07843137254902,107,0.0694199954863462,95.260663507109,0.9498539615532706
twitter,14677919,233,6687,1409,@EmilyABC:,57.39914163090129,308,0.24741009323664348,96.13733905579399,0.934082503513034
twitter,14711172,29,8,8,@instapage,2.6666666666666665,8,0.019704433497536946,20.689655172413794,0.20689655172413793
twitter,14719129,96,456,322,@shawncoons,9.806451612903226,46,0.1,93.75,0.927465367615033
twitter,14755105,155,2293,519,@illogicalvulcan,30.778523489932887,134,0.19212400502723084,94.83870967741936,0.9432175052973262
twitter,14791232,145,4168,599,@orphicpixel:,58.70422535211268,186,0.3992337164750958,95.86206896551724,0.9445435188290726
twitter,14794851,236,2083,687,@day9tv,18.681614349775785,70,0.07511720158672917,92.79661016949152,0.9159600945465383
twitter,14807093,210,3522,885,@thekenyeung,35.39698492462311,165,0.16049213943950785,93.80952380952381,0.9276378771985454
twitter,14827526,114,276,215,@RobKardashian,6.133333333333334,46,0.04285048905449464,77.19298245614034,0.7672777454909415
twitter,14836915,198,5638,1408,@parrott0425,57.53061224489796,184,0.2890837307080962,97.97979797979798,0.9651321886358317
twitter,14838506,122,774,344,@nytimes,13.008403361344538,65,0.10486383958813168,94.26229508196722,0.9358989406578123
twitter,14840869,74,811,409,@Juliemcniven,22.52777777777778,67,0.3002591632728619,89.1891891891892,0.8981386999114412
twitter,14843763,58,769,298,@goldman,27.464285714285715,73,0.4652147610405324,91.37931034482759,0.8642224482674032
twitter,14848513,130,2616,729,@bnjacobs,40.875,124,0.31198568872987475,96.15384615384616,0.9396933102611613
twitter,14849487,235,1693,1089,@PDXfoodcarts,15.971698113207546,67,0.06157483178759775,87.65957446808511,0.8813522814127518
twitter,148519842,188,2674,693,@OptiMitchPrime,29.065217391304348,131,0.1521219706451246,95.74468085106383,0.9450615996077674
twitter,14869783,238,1124,672,#FollowFriday,11.18407960199005,129,0.03985391625004432,83.19327731092437,0.8300944857002136
twitter,14893314,158,1298,671,@CleInstituteArt,16.857142857142858,65,0.10465210029831493,96.20253164556962,0.960040715182343
twitter,14917050,91,977,241,@giantbomb,23.261904761904763,68,0.2385836385836386,84.61538461538461,0.8426032213572067
twitter,14922225,173,3017,954,#CSI?,35.49411764705882,158,0.20278263207420352,97.10982658959537,0.9683110027854873
twitter,14936377,61,667,397,@eso,22.610169491525422,55,0.3644808743169399,93.44262295081968,0.8635848791271207
twitter,14957252,213,4029,1163,@wordpressdotcom,39.30731707317073,171,0.1784480467711932,95.30516431924883,0.9488846974456406
twitter,14984096,95,657,457,@iamrashidajones,16.425,69,0.1471444568868981,78.94736842105263,0.761868210372832
twitter,15001424,48,217,73,@TheOnion:,9.434782608695652,37,0.19237588652482268,87.5,0.8761512566100161
twitter,15012486,198,8638,1329,@CBSRadioNews,87.25252525252525,289,0.44290621955596576,93.43434343434343,0.8949181537758795
twitter,150402542,216,1088,662,#Olympics,11.452631578947368,53,0.04685615848406546,84.72222222222221,0.8507094145866234
twitter,15053535,27,26,29,#GHspringbreak,2.888888888888889,5,0.07407407407407407,66.66666666666666,0.6666666666666666
twitter,15070932,212,4383,990,@machinegunkelly:,42.34782608695652,183,0.19596709290887954,94.81132075471697,0.9539341210506547
twitter,15099384,103,894,483,#excited,17.529411764705884,123,0.17018846373500857,96.11650485436894,0.9553543355723344
twitter,151175266,163,3486,717,#SXSW,42.77300613496933,164,0.2640309020677119,98.15950920245399,0.9676287720140743
twitter,151246522,30,442,263,@jayordan23,29.466666666666665,52,1.0160919540229885,96.66666666666667,0.9126853969433438
twitter,15129912,103,692,380,#1,14.56842105263158,59,0.13173424709689702,83.49514563106796,0.803558606123264
twitter,151495845,195,8972,1099,@andrewdost,92.49484536082474,250,0.47433254031192174,98.46153846153847,0.970578594688902
twitter,15164892,178,1308,531,@CullyHamner,16.14814814814815,85,0.08303180346600647,89.8876404494382,0.8951074365742528
twitter,152062126,176,2087,828,@christilton,24.127167630057805,126,0.1355194805194805,96.5909090909091,0.9463322285651614
twitter,15208246,204,7892,1300,@TheWebbyAwards,78.13861386138613,255,0.38114556167294505,97.05882352941177,0.9614595709753
twitter,152388029,137,2295,472,@leisdeparawhore:,35.859375,112,0.24635036496350365,91.24087591240875,0.894252075629628
twitter,152435436,219,3348,1101,@iFlak:,31.885714285714286,149,0.1402538645218047,89.95433789954338,0.852610324721362
twitter,15292446,232,7286,1123,@NASA_EDGE,63.633187772925766,223,0.27190625466487534,94.82758620689656,0.9164638054262363
twitter,153245741,235,1665,813,@AddThis,15.136363636363637,69,0.060556464811783964,88.93617021276596,0.8725380571352053
twitter,15329577,248,4251,1291,@yakkopinky,34.5609756097561,120,0.13879456706281834,98.38709677419355,0.9782587771516906
twitter,15331855,125,1566,499,@K1LLI,25.672131147540984,90,0.20206451612903226,96.0,0.9453309410634356
twitter,15335809,205,5858,1088,#Snow,58.0,279,0.2801530368244859,97.5609756097561,0.9719135742818469
twitter,15347317,167,1731,663,@KevinJOLeary:,21.6375,85,0.12488276459129932,92.21556886227546,0.9032806104360198
twitter,15419775,129,996,467,@xplay:,17.321739130434782,70,0.12063953488372094,87.59689922480621,0.8706175157818399
twitter,15420650,56,815,445,@horiusainc,29.636363636363637,62,0.5292207792207793,89.28571428571429,0.8599603764816016
twitter,15445811,25,273,209,#openwebawards,21.84,44,0.91,92.0,0.8760625119703963
twitter,154648125,82,416,302,@richardmhowell,10.531645569620252,51,0.12526347485697079,90.2439024390244,0.9157545599458308
twitter,154701532,230,4616,1254,#merger,40.849557522123895,166,0.1752800455667363,94.34782608695652,0.916416889565892
twitter,15473958,150,3612,811,@NSF,48.16,181,0.3232214765100671,97.33333333333334,0.9229624685919672
twitter,15477120,190,3871,1039,@NSSteph,42.30601092896175,161,0.2155945419103314,92.63157894736842,0.8924370677498856
twitter,15481789,226,2854,998,@nbccommunity,25.36888888888889,90,0.11225172074729597,98.67256637168141,0.9761785526920826
twitter,1548841,190,3155,952,@JayOrDan23:,35.25139664804469,146,0.17571707045391255,88.94736842105263,0.9059206336233229
twitter,15507297,240,5541,1723,@eventbrite,47.562231759656655,208,0.19320083682008368,95.83333333333334,0.9405910005082629
twitter,15527013,178,1092,452,@hober,14.368421052631579,108,0.06932012949914303,82.58426966292134,0.8206157498715367
twitter,15533771,66,380,331,@uberlou,11.692307692307692,46,0.17715617715617715,93.93939393939394,0.9243048745532103
twitter,155661154,203,6584,673,#ABCFamilyUpfront:,64.86699507389163,187,0.3211237379895625,99.01477832512316,0.9869302893583547
twitter,155689319,199,3666,1282,@seth1389:,37.98963730569948,194,0.18608192477539212,94.9748743718593,0.9495717933915843
twitter,15589323,30,176,109,@freeverse,11.733333333333333,29,0.4045977011494253,90.0,0.8722702186064254
twitter,155976326,139,2261,857,@ethan_awesome,33.74626865671642,129,0.23574184130956105,94.24460431654677,0.9204132823875087
twitter,15642031,64,354,190,@ECSTravelMonkey,12.0,41,0.17559523809523808,89.0625,0.8651672612347404
twitter,15647676,191,4294,1031,@southcomwatch,45.439153439153436,231,0.23664921465968586,97.90575916230367,0.9724211234653751
twitter,15665127,125,2222,863,@Rockjaw,36.72727272727273,105,0.2867096774193548,95.19999999999999,0.9368293710920316
twitter,15706128,84,1275,451,#indeed,31.875,92,0.3657487091222031,92.85714285714286,0.898072736532389
twitter,15741636,96,922,456,@lonelysandwich:,19.827956989247312,51,0.20219298245614034,93.75,0.9040901149232843
twitter,157488488,37,105,51,@davidgaider,6.0,24,0.15765765765765766,89.1891891891892,0.9231231231231231
twitter,15797184,40,138,126,@SnoopMikey,7.885714285714286,21,0.17692307692307693,72.5,0.7908333333333333
twitter,158414847,77,1338,323,@kristenschaaled,34.753246753246756,103,0.45727956254272045,97.40259740259741,0.9456609373143979
twitter,158419434,195,7201,1034,@BRTaylorYork,74.23711340206185,197,0.38070314565159924,95.8974358974359,0.9305387668910927
twitter,15849055,228,4182,775,@funnyordie,37.67567567567568,162,0.1616044516577788,96.9298245614035,0.9649254993032363
twitter,15859268,34,216,120,@ThomChambers,13.5,40,0.3850267379679144,79.41176470588235,0.8021196810199367
twitter,15864197,156,1054,614,@BossFightTV,14.14765100671141,71,0.08717948717948718,92.94871794871796,0.9337133659839006
twitter,158874150,111,3372,909,@Parasite_Cs,61.30909090909091,145,0.5523341523341523,73.87387387387388,0.7183536398554552
twitter,15924858,10,39,32,@GuildWars2:,7.8,10,0.8666666666666667,80.0,0.7808333333333334
twitter,15938936,238,4276,1308,@jimmykimmel:,36.39148936170213,151,0.15161507641031097,97.47899159663865,0.9644246003805427
twitter,15944663,227,3321,899,@caspar01,30.46788990825688,168,0.12946863670032357,95.15418502202643,0.9466573310199033
twitter,15947217,96,458,188,@hilarywinston,10.409090909090908,41,0.10043859649122808,88.54166666666666,0.8713242106717113
twitter,159588456,213,4825,1224,#starwars,45.7345971563981,219,0.2137036052794756,97.65258215962442,0.9585757264769811
twitter,159629146,192,4854,1362,@MrsViolence,50.5625,190,0.26472513089005234,98.4375,0.979357325651371
twitter,15977848,96,1889,410,@ComensalEnDF,40.191489361702125,116,0.41425438596491226,95.83333333333334,0.940610044338135
twitter,15989218,232,4359,971,#Android,38.23684210526316,176,0.16267353336318854,97.41379310344827,0.9736301544421491
twitter,160237722,160,7359,1090,@Parayeahyeah:,91.9875,205,0.5785377358490567,98.75,0.9711310099814792
twitter,16027078,135,1108,457,@jwage,18.31404958677686,67,0.12249861802100608,88.14814814814815,0.8584848269816467
